track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
264XhF2zW8Uc6sxTDLid13,Intenso boom boom ( Acompanha o Grave ),1cNPXWhKfjI0fT5EMCnamR,Dj Guuga,5d2hs7qnH0LgquSV3VCF9j,120061,2019-04-12,66,0.864,0.939,6,-1.122,0,0.185,0.312,0.71,0.169,0.373,79.454,264XhF2zW8Uc6sxTDLid13,264XhF2zW8Uc6sxTDLid13
0uxSUdBrJy9Un0EYoBowng,20 Min,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,0zicd2mBV8HTzSubByj4vP,220586,2017-11-17,82,0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426,0uxSUdBrJy9Un0EYoBowng,0uxSUdBrJy9Un0EYoBowng
611p4K8eh3YlDLVKIwvNcE,Razor Blade Flow,78GdFYPETzCgutsc5O5COH,Mak Sauce,6BsNkI1nnMjijjAblwi5OQ,151848,2020-04-10,42,0.864,0.755,6,-5.373,0,0.368,0.00263,4.79e-05,0.583,0.685,84.044,611p4K8eh3YlDLVKIwvNcE,611p4K8eh3YlDLVKIwvNcE
48QmG1dfvMuYLxMPt7KSRA,No Lie,3Isy6kedDrgPYoTS1dazA9,Sean Paul,5xrOcCoO3jkXRjHQjfESM6,221176,2018-06-29,79,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,48QmG1dfvMuYLxMPt7KSRA,48QmG1dfvMuYLxMPt7KSRA
4AcScHuxr9xAqqyxxTMAhu,Best I Ever Had,3TVXtAsR1Inumwj472S9r4,Drake,2podUJIFG8hLfFz7Kqe8yJ,257680,2019-02-14,45,0.441,0.929,5,-2.199,0,0.337,0.203,0.0,0.165,0.546,162.395,4AcScHuxr9xAqqyxxTMAhu,4AcScHuxr9xAqqyxxTMAhu
4f3QKTht7dd8Uj9Yjg6AKa,ANXIOUS,2rWCIhENZyPVDAeFC0ESWN,Josh A,0628M5d897XFQAigijDrh8,175003,2021-04-30,63,0.681,0.621,11,-6.48,1,0.0607,0.291,0.0,0.113,0.421,84.007,4f3QKTht7dd8Uj9Yjg6AKa,4f3QKTht7dd8Uj9Yjg6AKa
1xMvdOFQaql3EBkHmuh2TK,Batman,0wHeZY93Ede0g1jXaWsiFS,LPB Poody,2XtDT9YT729iLxWjuTMtrR,156431,2021-02-12,77,0.893,0.565,1,-4.74,1,0.268,0.0754,0.0,0.0375,0.808,81.009,1xMvdOFQaql3EBkHmuh2TK,1xMvdOFQaql3EBkHmuh2TK
6nQYJuqhIW2zKWAv1rZPM6,Kiss (Never Let Me Go),4VkqlQl3hGhxjchI34xp2V,Thyro,2LYmVp9WBKnBIgStuk99cr,259120,2011-11-29,68,0.618,0.652,0,-2.971,1,0.0313,0.0711,0.0,0.216,0.507,139.902,6nQYJuqhIW2zKWAv1rZPM6,6nQYJuqhIW2zKWAv1rZPM6
6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6fWVd57NKTalqvmjRd2t8Z,24kGoldn,4PTxbJPI4jj0Kx8hwr1v0T,192745,2020-11-06,80,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,6FuGJB290AQMAHTfjOYVaK,6FuGJB290AQMAHTfjOYVaK
1eDyjPYw65g3wvQ7xJLF5c,BOO!,0mYBT2Ek76Szd4MqbCgT5R,Championxiii,4qCA6hXtcyyEQZMv4kvSQw,133565,2020-10-16,63,0.974,0.157,2,-14.201,1,0.375,0.039,0.0,0.279,0.522,115.023,1eDyjPYw65g3wvQ7xJLF5c,1eDyjPYw65g3wvQ7xJLF5c
