track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
5en0gvJmw9GeS9Xv4rnZ7U,Heart React,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,3blIO4usvS40P4seWTQLty,311038,2020-01-24,44,0.631,0.621,10,-8.632,1,0.15,0.381,4.54e-06,0.0839,0.499,130.649,5en0gvJmw9GeS9Xv4rnZ7U,5en0gvJmw9GeS9Xv4rnZ7U
1gMvZrZgaxj2NOjB81l6yO,Dati,2j0vP8ZxbL4V0hBbHOjvrH,Tippy Dos Santos,39Sp5uAatilajtikEvJgGR,238360,2015,47,0.728,0.646,8,-6.105,1,0.0557,0.248,0.0,0.146,0.758,91.984,1gMvZrZgaxj2NOjB81l6yO,1gMvZrZgaxj2NOjB81l6yO
39fwy7Q1spclVNFeu64lgd,Walang Gana,71hhKLR9oCOsHLdRIoQ5OU,King Badger,6eVj1ow3MHMdrv55VGTUfG,200393,2019-04-24,49,0.875,0.485,8,-8.814,1,0.0743,0.419,0.0,0.105,0.861,126.074,39fwy7Q1spclVNFeu64lgd,39fwy7Q1spclVNFeu64lgd
2tzAN1L07SNwnOdgOEeuQr,Pauwi Nako,0iqkVK6sTXi7DZWWOeKy8Q,PDL,33qqYIFSFSVYO3wCkc1Ksh,341573,2018-07-28,62,0.657,0.746,1,-6.277,1,0.0464,0.0175,0.0,0.107,0.467,136.887,2tzAN1L07SNwnOdgOEeuQr,2tzAN1L07SNwnOdgOEeuQr
3Vgs7vderh6Ih8K42s3jnY,Miss Flawless,3PDFGpPl4ienSn5Vwisfrh,Flow G,75UHXQdGbI7xF21LkGWzVu,274000,2019-09-09,50,0.603,0.478,1,-9.078,1,0.246,0.131,9.8e-05,0.0924,0.408,134.997,3Vgs7vderh6Ih8K42s3jnY,3Vgs7vderh6Ih8K42s3jnY
2aJ6HclWuCI2lx9m7QBqCJ,Nakakamiss,2FvXtuMlYRrEkSF7kdAfFq,Smugglaz,4bg1hiAmTW9JEwEDmmD2ek,307252,2014-11-10,52,0.768,0.817,6,-8.243,1,0.045,0.573,3.58e-05,0.144,0.837,124.947,2aJ6HclWuCI2lx9m7QBqCJ,2aJ6HclWuCI2lx9m7QBqCJ
3rIsR2jKs5Tntk0621jFW8,Tao Lang,552jNI1kUtB1FPRZFliQxc,Loonie,20Y13ur8JoRau2UH1WcVZO,255386,2013-01-01,50,0.761,0.964,1,-2.784,1,0.069,0.243,0.0,0.221,0.807,103.032,3rIsR2jKs5Tntk0621jFW8,3rIsR2jKs5Tntk0621jFW8
0SVRfMSijOzwBeM0OGq6Yc,Kabet,2EGJbNf0Hva2C2N6hvhMXD,Soulstice,3Jd0KU3XwKmPUDwtYhGjSw,258513,2020-07-10,32,0.603,0.667,7,-5.156,1,0.0545,0.453,8.47e-05,0.311,0.79,180.079,0SVRfMSijOzwBeM0OGq6Yc,0SVRfMSijOzwBeM0OGq6Yc
1pi3VCMlGVaXvrjlVOkBPN,KLWKN,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,1TmGJJPRkYoxPEAo0xFnQV,256572,2019-01-31,67,0.493,0.394,2,-6.997,1,0.0366,0.575,0.0,0.267,0.375,152.03,1pi3VCMlGVaXvrjlVOkBPN,1pi3VCMlGVaXvrjlVOkBPN
6pEyy9fNKhTineSp9oByaJ,Social Media (Damn),0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,7i7NUvjS8K1BQNxcXpMx9w,382129,2020-03-28,37,0.823,0.674,2,-4.429,1,0.077,0.0846,1.47e-06,0.0557,0.749,135.081,6pEyy9fNKhTineSp9oByaJ,6pEyy9fNKhTineSp9oByaJ
1HwqhHqR60FCREzLkpnhiQ,BamBamBam,0touaoSr4QOLYxBJ9lmGgK,Karencitta,6QdET2QbmoQ0hiT8hTG82G,211182,2019-01-27,49,0.825,0.837,11,-4.397,1,0.213,0.153,0.0,0.21,0.767,120.737,1HwqhHqR60FCREzLkpnhiQ,1HwqhHqR60FCREzLkpnhiQ
3rxNuBoZ8GNLwTrtJMuY66,Kahit Ganyan Ka,3r0NbTTxtCBUyxcIR4prXr,Jr Crown,2xC4wdzpOOFMq3SWpzaT7g,250028,2020-04-03,46,0.86,0.578,9,-8.668,1,0.0459,0.261,3.31e-06,0.0817,0.422,100.975,3rxNuBoZ8GNLwTrtJMuY66,3rxNuBoZ8GNLwTrtJMuY66
2wZTwfWU6sd91TY8zXxzgH,Baka Di Tayo,7tiYEpNsb7Jgby6NB6jKfh,Yayoi,5cMvE96Epia6IYVAErPgHy,288493,2020-06-23,52,0.539,0.404,1,-8.453,1,0.0662,0.574,0.0,0.119,0.492,148.005,2wZTwfWU6sd91TY8zXxzgH,2wZTwfWU6sd91TY8zXxzgH
3bYLZQYul37wREdPWyqa9r,Panalangin,3lFMRWaEWZlfXdBig97kks,Nik Makino,0G626HzCsSdMRPgnT6Svfe,296664,2020-03-25,0,0.681,0.68,2,-8.107,1,0.0392,0.061,0.0,0.186,0.191,141.982,3bYLZQYul37wREdPWyqa9r,3bYLZQYul37wREdPWyqa9r
